batch,num,brand,name,url,idGuess,existingId,status
W02,29,"Chloe","Chloe Eau de Parfum","/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html","chloe-chloe-eau-de-parfum","",NEW_WRITE
W02,30,"Guerlain","Insolence Eau de Parfum","/perfume/Guerlain/Insolence-Eau-de-Parfum-67537.html","guerlain-insolence-eau-de-parfum","",NEW_WRITE
W02,31,"Guerlain","Mon Guerlain Eau de Parfum Intense","/perfume/Guerlain/Mon-Guerlain-Eau-de-Parfum-Intense-55997.html","guerlain-mon-guerlain-eau-de-parfum-intense","",NEW_WRITE
W02,32,"Guerlain","Samsara Eau de Parfum","/perfume/Guerlain/Samsara-Eau-de-Parfum-55.html","guerlain-samsara-eau-de-parfum","",NEW_WRITE
W02,33,"Dior","Dune","/perfume/Dior/Dune-221.html","dior-dune","",NEW_WRITE
W02,34,"Tom Ford","Black Orchid","/perfume/Tom-Ford/Black-Orchid-1018.html","tom-ford-black-orchid","tom-ford-noir-extreme",OK_EXISTING
W02,35,"Chanel","Chanel No 5 Eau de Parfum","/perfume/Chanel/Chanel-No-5-Eau-de-Parfum-40069.html","chanel-chanel-no-5-eau-de-parfum","chanel-coco-mademoiselle-edp",OK_EXISTING
W02,36,"Parfums de Marly","Valaya","/perfume/Parfums-de-Marly/Valaya-78574.html","parfums-de-marly-valaya","parfums-de-marly-delina",OK_EXISTING
W02,37,"Byredo","Bal d Afrique","/perfume/Byredo/Bal-d-Afrique-6458.html","byredo-bal-d-afrique","",NEW_WRITE
W02,38,"Guerlain","Mitsouko Eau de Parfum","/perfume/Guerlain/Mitsouko-Eau-de-Parfum-25316.html","guerlain-mitsouko-eau-de-parfum","",NEW_WRITE
W02,39,"Guerlain","Shalimar L Essence","/perfume/Guerlain/Shalimar-L-Essence-113241.html","guerlain-shalimar-l-essence","",NEW_WRITE
W02,40,"Chanel","Chanel No 19 Eau de Parfum","/perfume/Chanel/Chanel-No-19-Eau-de-Parfum-12345.html","chanel-chanel-no-19-eau-de-parfum","chanel-coco-mademoiselle-edp",OK_EXISTING
M03,41,"Lalique","Encre Noire","/perfume/Lalique/Encre-Noire-1834.html","lalique-encre-noire","",NEW_WRITE
M03,42,"Jean Paul Gaultier","Le Male Elixir","/perfume/Jean-Paul-Gaultier/Le-Male-Elixir-81642.html","jean-paul-gaultier-le-male-elixir","",NEW_WRITE
M03,43,"Jean Paul Gaultier","Le Male","/perfume/Jean-Paul-Gaultier/Le-Male-430.html","jean-paul-gaultier-le-male","",NEW_WRITE
M03,44,"By Kilian","Angels Share","/perfume/By-Kilian/Angels-Share-62615.html","by-kilian-angels-share","kilian-angels-share",OK_EXISTING
M03,45,"Creed","Absolu Aventus","/perfume/Creed/Absolu-Aventus-2023-84112.html","creed-absolu-aventus","",NEW_WRITE
M03,46,"Parfums de Marly","Herod","/perfume/Parfums-de-Marly/Herod-16939.html","parfums-de-marly-herod","parfums-de-marly-delina",OK_EXISTING
M03,47,"Nishane","Ani","/perfume/Nishane/Ani-54785.html","nishane-ani","",NEW_WRITE
M03,48,"Chanel","Allure Homme Sport","/perfume/Chanel/Allure-Homme-Sport-607.html","chanel-allure-homme-sport","",NEW_WRITE
M03,49,"Essential Parfums","Bois Imperial","/perfume/Essential-Parfums/Bois-Imperial-64338.html","essential-parfums-bois-imperial","parfums-de-marly-delina",OK_EXISTING
M03,50,"Dior","Eau Sauvage Parfum","/perfume/Dior/Eau-Sauvage-Parfum-2017-43977.html","dior-eau-sauvage-parfum","sauvage-elixir",OK_EXISTING
M03,51,"Yves Saint Laurent","Tuxedo","/perfume/Yves-Saint-Laurent/Tuxedo-32269.html","yves-saint-laurent-tuxedo","",NEW_WRITE
M03,52,"Guerlain","L Homme Ideal Parfum","/perfume/Guerlain/L-Homme-Ideal-Parfum-90803.html","guerlain-l-homme-ideal-parfum","",NEW_WRITE
M03,53,"Giorgio Armani","Emporio Armani Stronger With You Intensely","/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Intensely-52802.html","giorgio-armani-emporio-armani-stronger-with-you-intensely","armani-stronger-with-you-intensely",OK_EXISTING
M03,54,"Xerjoff","Alexandria II","/perfume/Xerjoff/Alexandria-II-17786.html","xerjoff-alexandria-ii","xerjoff-erba-pura",OK_EXISTING
M03,55,"Giorgio Armani","Acqua di Gio Parfum","/perfume/Giorgio-Armani/Acqua-di-Gio-Parfum-81508.html","giorgio-armani-acqua-di-gio-parfum","acqua-di-gio-profondo",OK_EXISTING
M03,56,"Guerlain","Vetiver","/perfume/Guerlain/Vetiver-69.html","guerlain-vetiver","",NEW_WRITE
M03,57,"Dior","Dior Homme","/perfume/Dior/Dior-Homme-2020-58714.html","dior-dior-homme","dior-homme-intense",OK_EXISTING
M03,58,"Versace","Versace Pour Homme Dylan Blue","/perfume/Versace/Versace-Pour-Homme-Dylan-Blue-40031.html","versace-versace-pour-homme-dylan-blue","versace-eros-edp",OK_EXISTING
M03,59,"Frederic Malle","Musc Ravageur","/perfume/Frederic-Malle/Musc-Ravageur-1801.html","frederic-malle-musc-ravageur","",NEW_WRITE
M03,60,"Chanel","Egoiste","/perfume/Chanel/Egoiste-613.html","chanel-egoiste","bleu-chanel-edp",OK_EXISTING
W03,41,"Jean Paul Gaultier","La Belle","/perfume/Jean-Paul-Gaultier/La-Belle-55786.html","jean-paul-gaultier-la-belle","",NEW_WRITE
W03,42,"Dior","Midnight Poison","/perfume/Dior/Midnight-Poison-1282.html","dior-midnight-poison","",NEW_WRITE
W03,43,"Dior","Dior Addict Eau de Parfum","/perfume/Dior/Dior-Addict-Eau-de-Parfum-2014-28201.html","dior-dior-addict-eau-de-parfum","",NEW_WRITE
W03,44,"Givenchy","L Interdit Eau de Parfum","/perfume/Givenchy/L-Interdit-Eau-de-Parfum-51488.html","givenchy-l-interdit-eau-de-parfum","givenchy-gentleman-reserve-privee",OK_EXISTING
W03,45,"Guerlain","L Heure Bleue Eau de Parfum","/perfume/Guerlain/L-Heure-Bleue-Eau-de-Parfum-208.html","guerlain-l-heure-bleue-eau-de-parfum","",NEW_WRITE
W03,46,"Yves Saint Laurent","Libre Intense","/perfume/Yves-Saint-Laurent/Libre-Intense-62318.html","yves-saint-laurent-libre-intense","",NEW_WRITE
W03,47,"Xerjoff","Lira","/perfume/Xerjoff/Lira-11801.html","xerjoff-lira","xerjoff-erba-pura",OK_EXISTING
W03,48,"Jean Paul Gaultier","Classique","/perfume/Jean-Paul-Gaultier/Classique-427.html","jean-paul-gaultier-classique","",NEW_WRITE
W03,49,"Parfums de Marly","Delina Exclusif","/perfume/Parfums-de-Marly/Delina-Exclusif-50370.html","parfums-de-marly-delina-exclusif","parfums-de-marly-delina",OK_EXISTING
